source,time,latitude,longitude,depth_km,magnitude,station_id,parameter,value
gps,2011-03-18 00:00:00.000,36.376418421,-89.472117169,,,LCHS,east_m,-0.02798
gps,2011-03-18 00:00:00.000,36.454452985,-89.400388312,,,NMKM,east_m,-0.856842
gps,2011-03-18 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.129364
gps,2011-03-18 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.337832
gps,2011-03-18 00:00:00.000,36.413578263,-89.699682566,,,PTGX,east_m,0.490516
gps,2011-03-18 00:00:00.000,36.47423436,-89.345441447,,,RLAP,east_m,-0.688017
gps,2011-03-18 00:00:00.000,32.782923639,-79.937995334,,,SCCC,east_m,-0.532232
gps,2011-03-18 00:00:00.000,32.779476914,-79.925364794,,,SCHA,east_m,-0.325107
gps,2011-03-18 00:00:00.000,35.44309555,-84.630099808,,,TN26,east_m,-0.877153
gps,2011-03-18 00:00:00.000,46.918626161,-71.093053919,,,ANG7,north_m,0.672282
gps,2011-03-18 00:00:00.000,36.376418421,-89.472117169,,,LCHS,north_m,0.996439
gps,2011-03-18 00:00:00.000,36.454452985,-89.400388312,,,NMKM,north_m,0.238382
gps,2011-03-18 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.547481
gps,2011-03-18 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.613294
gps,2011-03-18 00:00:00.000,36.413578263,-89.699682566,,,PTGX,north_m,0.481854
gps,2011-03-18 00:00:00.000,36.47423436,-89.345441447,,,RLAP,north_m,0.326174
gps,2011-03-18 00:00:00.000,32.782923639,-79.937995334,,,SCCC,north_m,0.742044
gps,2011-03-18 00:00:00.000,32.779476914,-79.925364794,,,SCHA,north_m,0.484742
gps,2011-03-18 00:00:00.000,35.44309555,-84.630099808,,,TN26,north_m,0.97076
gps,2011-03-18 00:00:00.000,46.918626161,-71.093053919,,,ANG7,up_m,0.81845
gps,2011-03-18 00:00:00.000,36.376418421,-89.472117169,,,LCHS,up_m,0.081555
gps,2011-03-18 00:00:00.000,36.454452985,-89.400388312,,,NMKM,up_m,0.923352
gps,2011-03-18 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.817016
gps,2011-03-18 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,-0.008968
gps,2011-03-18 00:00:00.000,36.413578263,-89.699682566,,,PTGX,up_m,0.154729
gps,2011-03-18 00:00:00.000,36.47423436,-89.345441447,,,RLAP,up_m,0.371391
gps,2011-03-18 00:00:00.000,32.782923639,-79.937995334,,,SCCC,up_m,-0.379505
gps,2011-03-18 00:00:00.000,32.779476914,-79.925364794,,,SCHA,up_m,-0.60873
gps,2011-03-18 00:00:00.000,35.44309555,-84.630099808,,,TN26,up_m,0.750804
solar,2011-03-18 00:00:00.000,,,,,,f107_observed,87.6
solar,2011-03-18 00:00:00.000,,,,,,sunspot_number,28.0
tidal_ephemeris,2011-03-18 00:00:00.000,,,,,,tidal_potential,1.78907
tidal_ephemeris,2011-03-18 00:00:00.000,,,,,,lunar_phase,0.43069
geomagnetic,2011-03-19 00:00:00.000,,,,,,ap,4.0
geomagnetic,2011-03-19 00:00:00.000,,,,,,kp,0.9584999999999999
gps,2011-03-19 00:00:00.000,46.918626161,-71.093053919,,,ANG7,east_m,0.088373
gps,2011-03-19 00:00:00.000,36.376418421,-89.472117169,,,LCHS,east_m,-0.027817
gps,2011-03-19 00:00:00.000,36.454452985,-89.400388312,,,NMKM,east_m,-0.856699
gps,2011-03-19 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.129347
gps,2011-03-19 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.338083
gps,2011-03-19 00:00:00.000,36.413578263,-89.699682566,,,PTGX,east_m,0.490631
gps,2011-03-19 00:00:00.000,36.47423436,-89.345441447,,,RLAP,east_m,-0.688289
gps,2011-03-19 00:00:00.000,32.782923639,-79.937995334,,,SCCC,east_m,-0.532221
gps,2011-03-19 00:00:00.000,32.779476914,-79.925364794,,,SCHA,east_m,-0.324474
gps,2011-03-19 00:00:00.000,35.44309555,-84.630099808,,,TN26,east_m,-0.876256
gps,2011-03-19 00:00:00.000,46.918626161,-71.093053919,,,ANG7,north_m,0.673144
gps,2011-03-19 00:00:00.000,36.376418421,-89.472117169,,,LCHS,north_m,0.997112
gps,2011-03-19 00:00:00.000,36.454452985,-89.400388312,,,NMKM,north_m,0.239824
gps,2011-03-19 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.549386
gps,2011-03-19 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.615557
gps,2011-03-19 00:00:00.000,36.413578263,-89.699682566,,,PTGX,north_m,0.483833
gps,2011-03-19 00:00:00.000,36.47423436,-89.345441447,,,RLAP,north_m,0.327985
gps,2011-03-19 00:00:00.000,32.782923639,-79.937995334,,,SCCC,north_m,0.741485
gps,2011-03-19 00:00:00.000,32.779476914,-79.925364794,,,SCHA,north_m,0.485527
gps,2011-03-19 00:00:00.000,35.44309555,-84.630099808,,,TN26,north_m,0.973708
gps,2011-03-19 00:00:00.000,46.918626161,-71.093053919,,,ANG7,up_m,0.803793
gps,2011-03-19 00:00:00.000,36.376418421,-89.472117169,,,LCHS,up_m,0.076431
gps,2011-03-19 00:00:00.000,36.454452985,-89.400388312,,,NMKM,up_m,0.918277
gps,2011-03-19 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.810457
gps,2011-03-19 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,-0.011
gps,2011-03-19 00:00:00.000,36.413578263,-89.699682566,,,PTGX,up_m,0.151977
gps,2011-03-19 00:00:00.000,36.47423436,-89.345441447,,,RLAP,up_m,0.368351
gps,2011-03-19 00:00:00.000,32.782923639,-79.937995334,,,SCCC,up_m,-0.370442
gps,2011-03-19 00:00:00.000,32.779476914,-79.925364794,,,SCHA,up_m,-0.610328
gps,2011-03-19 00:00:00.000,35.44309555,-84.630099808,,,TN26,up_m,0.747671
solar,2011-03-19 00:00:00.000,,,,,,f107_observed,88.8
solar,2011-03-19 00:00:00.000,,,,,,sunspot_number,32.0
tidal_ephemeris,2011-03-19 00:00:00.000,,,,,,tidal_potential,2.00702
tidal_ephemeris,2011-03-19 00:00:00.000,,,,,,lunar_phase,0.4669
seismic,2011-03-19 15:00:56.410,34.8353333,-86.378,9.69,2.5,,,
geomagnetic,2011-03-20 00:00:00.000,,,,,,ap,6.0
geomagnetic,2011-03-20 00:00:00.000,,,,,,kp,1.333375
gps,2011-03-20 00:00:00.000,46.918626161,-71.093053919,,,ANG7,east_m,0.090707
gps,2011-03-20 00:00:00.000,36.376418421,-89.472117169,,,LCHS,east_m,-0.026555
gps,2011-03-20 00:00:00.000,36.454452985,-89.400388312,,,NMKM,east_m,-0.855482
gps,2011-03-20 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.127661
gps,2011-03-20 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.339492
gps,2011-03-20 00:00:00.000,36.413578263,-89.699682566,,,PTGX,east_m,0.492163
gps,2011-03-20 00:00:00.000,36.47423436,-89.345441447,,,RLAP,east_m,-0.686894
gps,2011-03-20 00:00:00.000,32.782923639,-79.937995334,,,SCCC,east_m,-0.531149
gps,2011-03-20 00:00:00.000,32.779476914,-79.925364794,,,SCHA,east_m,-0.322696
gps,2011-03-20 00:00:00.000,35.44309555,-84.630099808,,,TN26,east_m,-0.875182
gps,2011-03-20 00:00:00.000,46.918626161,-71.093053919,,,ANG7,north_m,0.673685
gps,2011-03-20 00:00:00.000,36.376418421,-89.472117169,,,LCHS,north_m,0.996828
gps,2011-03-20 00:00:00.000,36.454452985,-89.400388312,,,NMKM,north_m,0.24039
gps,2011-03-20 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.550202
gps,2011-03-20 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.614917
gps,2011-03-20 00:00:00.000,36.413578263,-89.699682566,,,PTGX,north_m,0.483892
gps,2011-03-20 00:00:00.000,36.47423436,-89.345441447,,,RLAP,north_m,0.327725
gps,2011-03-20 00:00:00.000,32.782923639,-79.937995334,,,SCCC,north_m,0.743504
gps,2011-03-20 00:00:00.000,32.779476914,-79.925364794,,,SCHA,north_m,0.487102
gps,2011-03-20 00:00:00.000,35.44309555,-84.630099808,,,TN26,north_m,0.972376
gps,2011-03-20 00:00:00.000,46.918626161,-71.093053919,,,ANG7,up_m,0.801318
gps,2011-03-20 00:00:00.000,36.376418421,-89.472117169,,,LCHS,up_m,0.07917
gps,2011-03-20 00:00:00.000,36.454452985,-89.400388312,,,NMKM,up_m,0.922991
gps,2011-03-20 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.811789
gps,2011-03-20 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,-0.008276
gps,2011-03-20 00:00:00.000,36.413578263,-89.699682566,,,PTGX,up_m,0.15679
gps,2011-03-20 00:00:00.000,36.47423436,-89.345441447,,,RLAP,up_m,0.366036
gps,2011-03-20 00:00:00.000,32.782923639,-79.937995334,,,SCCC,up_m,-0.379929
gps,2011-03-20 00:00:00.000,32.779476914,-79.925364794,,,SCHA,up_m,-0.616371
gps,2011-03-20 00:00:00.000,35.44309555,-84.630099808,,,TN26,up_m,0.75033
solar,2011-03-20 00:00:00.000,,,,,,f107_observed,92.0
solar,2011-03-20 00:00:00.000,,,,,,sunspot_number,30.0
tidal_ephemeris,2011-03-20 00:00:00.000,,,,,,tidal_potential,2.05989
tidal_ephemeris,2011-03-20 00:00:00.000,,,,,,lunar_phase,0.50339
geomagnetic,2011-03-21 00:00:00.000,,,,,,ap,5.0
geomagnetic,2011-03-21 00:00:00.000,,,,,,kp,1.125
gps,2011-03-21 00:00:00.000,46.918626161,-71.093053919,,,ANG7,east_m,0.090245
gps,2011-03-21 00:00:00.000,36.376418421,-89.472117169,,,LCHS,east_m,-0.027643
gps,2011-03-21 00:00:00.000,42.925448372,-72.26507606,,,NHCK,east_m,0.31183
gps,2011-03-21 00:00:00.000,36.454452985,-89.400388312,,,NMKM,east_m,-0.857406
gps,2011-03-21 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.129721
gps,2011-03-21 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.337541
gps,2011-03-21 00:00:00.000,36.413578263,-89.699682566,,,PTGX,east_m,0.490248
gps,2011-03-21 00:00:00.000,36.47423436,-89.345441447,,,RLAP,east_m,-0.68791
gps,2011-03-21 00:00:00.000,32.782923639,-79.937995334,,,SCCC,east_m,-0.533553
gps,2011-03-21 00:00:00.000,32.779476914,-79.925364794,,,SCHA,east_m,-0.324187
gps,2011-03-21 00:00:00.000,35.44309555,-84.630099808,,,TN26,east_m,-0.877014
gps,2011-03-21 00:00:00.000,46.918626161,-71.093053919,,,ANG7,north_m,0.67316
gps,2011-03-21 00:00:00.000,36.376418421,-89.472117169,,,LCHS,north_m,0.996371
gps,2011-03-21 00:00:00.000,42.925448372,-72.26507606,,,NHCK,north_m,0.741879
gps,2011-03-21 00:00:00.000,36.454452985,-89.400388312,,,NMKM,north_m,0.239876
gps,2011-03-21 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.548894
gps,2011-03-21 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.613557
gps,2011-03-21 00:00:00.000,36.413578263,-89.699682566,,,PTGX,north_m,0.483091
gps,2011-03-21 00:00:00.000,36.47423436,-89.345441447,,,RLAP,north_m,0.326354
gps,2011-03-21 00:00:00.000,32.782923639,-79.937995334,,,SCCC,north_m,0.742238
gps,2011-03-21 00:00:00.000,32.779476914,-79.925364794,,,SCHA,north_m,0.485126
gps,2011-03-21 00:00:00.000,35.44309555,-84.630099808,,,TN26,north_m,0.971114
gps,2011-03-21 00:00:00.000,46.918626161,-71.093053919,,,ANG7,up_m,0.806837
gps,2011-03-21 00:00:00.000,36.376418421,-89.472117169,,,LCHS,up_m,0.078515
gps,2011-03-21 00:00:00.000,42.925448372,-72.26507606,,,NHCK,up_m,0.319136
gps,2011-03-21 00:00:00.000,36.454452985,-89.400388312,,,NMKM,up_m,0.91981
gps,2011-03-21 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.814442
gps,2011-03-21 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,-0.009255
gps,2011-03-21 00:00:00.000,36.413578263,-89.699682566,,,PTGX,up_m,0.152301
gps,2011-03-21 00:00:00.000,36.47423436,-89.345441447,,,RLAP,up_m,0.361345
gps,2011-03-21 00:00:00.000,32.782923639,-79.937995334,,,SCCC,up_m,-0.376539
gps,2011-03-21 00:00:00.000,32.779476914,-79.925364794,,,SCHA,up_m,-0.615668
gps,2011-03-21 00:00:00.000,35.44309555,-84.630099808,,,TN26,up_m,0.746796
solar,2011-03-21 00:00:00.000,,,,,,f107_observed,101.0
solar,2011-03-21 00:00:00.000,,,,,,sunspot_number,24.0
tidal_ephemeris,2011-03-21 00:00:00.000,,,,,,tidal_potential,1.93861
tidal_ephemeris,2011-03-21 00:00:00.000,,,,,,lunar_phase,0.54058
seismic,2011-03-21 22:02:02.280,34.8266667,-79.8303333,8.32,2.9,,,
geomagnetic,2011-03-22 00:00:00.000,,,,,,ap,8.0
geomagnetic,2011-03-22 00:00:00.000,,,,,,kp,1.624875
gps,2011-03-22 00:00:00.000,46.918626161,-71.093053919,,,ANG7,east_m,0.089696
gps,2011-03-22 00:00:00.000,36.376418421,-89.472117169,,,LCHS,east_m,-0.02896
gps,2011-03-22 00:00:00.000,36.454452985,-89.400388312,,,NMKM,east_m,-0.857794
gps,2011-03-22 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.130884
gps,2011-03-22 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.336802
gps,2011-03-22 00:00:00.000,36.413578263,-89.699682566,,,PTGX,east_m,0.489955
gps,2011-03-22 00:00:00.000,36.47423436,-89.345441447,,,RLAP,east_m,-0.688499
gps,2011-03-22 00:00:00.000,32.782923639,-79.937995334,,,SCCC,east_m,-0.534261
gps,2011-03-22 00:00:00.000,32.779476914,-79.925364794,,,SCHA,east_m,-0.325217
gps,2011-03-22 00:00:00.000,35.44309555,-84.630099808,,,TN26,east_m,-0.878064
gps,2011-03-22 00:00:00.000,46.918626161,-71.093053919,,,ANG7,north_m,0.674125
gps,2011-03-22 00:00:00.000,36.376418421,-89.472117169,,,LCHS,north_m,0.997664
gps,2011-03-22 00:00:00.000,36.454452985,-89.400388312,,,NMKM,north_m,0.23993
gps,2011-03-22 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.55137
gps,2011-03-22 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.61506
gps,2011-03-22 00:00:00.000,36.413578263,-89.699682566,,,PTGX,north_m,0.483302
gps,2011-03-22 00:00:00.000,36.47423436,-89.345441447,,,RLAP,north_m,0.327433
gps,2011-03-22 00:00:00.000,32.782923639,-79.937995334,,,SCCC,north_m,0.741317
gps,2011-03-22 00:00:00.000,32.779476914,-79.925364794,,,SCHA,north_m,0.485101
gps,2011-03-22 00:00:00.000,35.44309555,-84.630099808,,,TN26,north_m,0.970812
gps,2011-03-22 00:00:00.000,46.918626161,-71.093053919,,,ANG7,up_m,0.80785
gps,2011-03-22 00:00:00.000,36.376418421,-89.472117169,,,LCHS,up_m,0.083519
gps,2011-03-22 00:00:00.000,36.454452985,-89.400388312,,,NMKM,up_m,0.922001
gps,2011-03-22 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.816354
gps,2011-03-22 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,-0.004606
gps,2011-03-22 00:00:00.000,36.413578263,-89.699682566,,,PTGX,up_m,0.159593
gps,2011-03-22 00:00:00.000,36.47423436,-89.345441447,,,RLAP,up_m,0.366464
gps,2011-03-22 00:00:00.000,32.782923639,-79.937995334,,,SCCC,up_m,-0.372095
gps,2011-03-22 00:00:00.000,32.779476914,-79.925364794,,,SCHA,up_m,-0.602578
gps,2011-03-22 00:00:00.000,35.44309555,-84.630099808,,,TN26,up_m,0.753248
solar,2011-03-22 00:00:00.000,,,,,,f107_observed,99.8
solar,2011-03-22 00:00:00.000,,,,,,sunspot_number,45.0
tidal_ephemeris,2011-03-22 00:00:00.000,,,,,,tidal_potential,1.66507
tidal_ephemeris,2011-03-22 00:00:00.000,,,,,,lunar_phase,0.5787
geomagnetic,2011-03-23 00:00:00.000,,,,,,ap,12.0
geomagnetic,2011-03-23 00:00:00.000,,,,,,kp,2.666625
gps,2011-03-23 00:00:00.000,46.918626161,-71.093053919,,,ANG7,east_m,0.090378
gps,2011-03-23 00:00:00.000,36.376418421,-89.472117169,,,LCHS,east_m,-0.029143
gps,2011-03-23 00:00:00.000,36.454452985,-89.400388312,,,NMKM,east_m,-0.85618
gps,2011-03-23 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.129572
gps,2011-03-23 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.336862
gps,2011-03-23 00:00:00.000,36.413578263,-89.699682566,,,PTGX,east_m,0.489949
gps,2011-03-23 00:00:00.000,36.47423436,-89.345441447,,,RLAP,east_m,-0.689631
gps,2011-03-23 00:00:00.000,32.782923639,-79.937995334,,,SCCC,east_m,-0.532885
gps,2011-03-23 00:00:00.000,32.779476914,-79.925364794,,,SCHA,east_m,-0.323795
gps,2011-03-23 00:00:00.000,35.44309555,-84.630099808,,,TN26,east_m,-0.879328
gps,2011-03-23 00:00:00.000,46.918626161,-71.093053919,,,ANG7,north_m,0.675016
gps,2011-03-23 00:00:00.000,36.376418421,-89.472117169,,,LCHS,north_m,0.997489
gps,2011-03-23 00:00:00.000,36.454452985,-89.400388312,,,NMKM,north_m,0.241266
gps,2011-03-23 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.550338
gps,2011-03-23 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.615603
gps,2011-03-23 00:00:00.000,36.413578263,-89.699682566,,,PTGX,north_m,0.484119
gps,2011-03-23 00:00:00.000,36.47423436,-89.345441447,,,RLAP,north_m,0.327845
gps,2011-03-23 00:00:00.000,32.782923639,-79.937995334,,,SCCC,north_m,0.74415
gps,2011-03-23 00:00:00.000,32.779476914,-79.925364794,,,SCHA,north_m,0.48621
gps,2011-03-23 00:00:00.000,35.44309555,-84.630099808,,,TN26,north_m,0.972194
gps,2011-03-23 00:00:00.000,46.918626161,-71.093053919,,,ANG7,up_m,0.808894
gps,2011-03-23 00:00:00.000,36.376418421,-89.472117169,,,LCHS,up_m,0.087247
gps,2011-03-23 00:00:00.000,36.454452985,-89.400388312,,,NMKM,up_m,0.931463
gps,2011-03-23 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.829145
gps,2011-03-23 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.00369
gps,2011-03-23 00:00:00.000,36.413578263,-89.699682566,,,PTGX,up_m,0.167497
gps,2011-03-23 00:00:00.000,36.47423436,-89.345441447,,,RLAP,up_m,0.380249
gps,2011-03-23 00:00:00.000,32.782923639,-79.937995334,,,SCCC,up_m,-0.369931
gps,2011-03-23 00:00:00.000,32.779476914,-79.925364794,,,SCHA,up_m,-0.602806
gps,2011-03-23 00:00:00.000,35.44309555,-84.630099808,,,TN26,up_m,0.763392
solar,2011-03-23 00:00:00.000,,,,,,f107_observed,104.6
solar,2011-03-23 00:00:00.000,,,,,,sunspot_number,42.0
tidal_ephemeris,2011-03-23 00:00:00.000,,,,,,tidal_potential,1.28397
tidal_ephemeris,2011-03-23 00:00:00.000,,,,,,lunar_phase,0.61769
seismic,2011-03-23 11:58:04.220,34.9311667,-87.0616667,0.08,2.2,,,
geomagnetic,2011-03-24 00:00:00.000,,,,,,ap,4.0
geomagnetic,2011-03-24 00:00:00.000,,,,,,kp,1.000125
gps,2011-03-24 00:00:00.000,46.918626161,-71.093053919,,,ANG7,east_m,0.090495
gps,2011-03-24 00:00:00.000,36.376418421,-89.472117169,,,LCHS,east_m,-0.029253
gps,2011-03-24 00:00:00.000,36.454452985,-89.400388312,,,NMKM,east_m,-0.857022
gps,2011-03-24 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.1302
gps,2011-03-24 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.337119
gps,2011-03-24 00:00:00.000,36.413578263,-89.699682566,,,PTGX,east_m,0.489443
gps,2011-03-24 00:00:00.000,36.47423436,-89.345441447,,,RLAP,east_m,-0.688792
gps,2011-03-24 00:00:00.000,32.782923639,-79.937995334,,,SCCC,east_m,-0.531411
gps,2011-03-24 00:00:00.000,32.779476914,-79.925364794,,,SCHA,east_m,-0.323644
gps,2011-03-24 00:00:00.000,35.44309555,-84.630099808,,,TN26,east_m,-0.877117
gps,2011-03-24 00:00:00.000,46.918626161,-71.093053919,,,ANG7,north_m,0.673306
gps,2011-03-24 00:00:00.000,36.376418421,-89.472117169,,,LCHS,north_m,0.996653
gps,2011-03-24 00:00:00.000,36.454452985,-89.400388312,,,NMKM,north_m,0.240569
gps,2011-03-24 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.550295
gps,2011-03-24 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.614163
gps,2011-03-24 00:00:00.000,36.413578263,-89.699682566,,,PTGX,north_m,0.482601
gps,2011-03-24 00:00:00.000,36.47423436,-89.345441447,,,RLAP,north_m,0.327281
gps,2011-03-24 00:00:00.000,32.782923639,-79.937995334,,,SCCC,north_m,0.741908
gps,2011-03-24 00:00:00.000,32.779476914,-79.925364794,,,SCHA,north_m,0.48551
gps,2011-03-24 00:00:00.000,35.44309555,-84.630099808,,,TN26,north_m,0.973665
gps,2011-03-24 00:00:00.000,46.918626161,-71.093053919,,,ANG7,up_m,0.811055
gps,2011-03-24 00:00:00.000,36.376418421,-89.472117169,,,LCHS,up_m,0.085335
gps,2011-03-24 00:00:00.000,36.454452985,-89.400388312,,,NMKM,up_m,0.92564
gps,2011-03-24 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.818996
gps,2011-03-24 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,-0.003507
gps,2011-03-24 00:00:00.000,36.413578263,-89.699682566,,,PTGX,up_m,0.157125
gps,2011-03-24 00:00:00.000,36.47423436,-89.345441447,,,RLAP,up_m,0.370777
gps,2011-03-24 00:00:00.000,32.782923639,-79.937995334,,,SCCC,up_m,-0.372272
gps,2011-03-24 00:00:00.000,32.779476914,-79.925364794,,,SCHA,up_m,-0.605091
gps,2011-03-24 00:00:00.000,35.44309555,-84.630099808,,,TN26,up_m,0.758487
solar,2011-03-24 00:00:00.000,,,,,,f107_observed,107.6
solar,2011-03-24 00:00:00.000,,,,,,sunspot_number,55.0
tidal_ephemeris,2011-03-24 00:00:00.000,,,,,,tidal_potential,0.84827
tidal_ephemeris,2011-03-24 00:00:00.000,,,,,,lunar_phase,0.65708
seismic,2011-03-24 15:12:06.440,35.771,-84.1141667,14.05,2.3,,,
geomagnetic,2011-03-25 00:00:00.000,,,,,,ap,3.0
geomagnetic,2011-03-25 00:00:00.000,,,,,,kp,0.833375
gps,2011-03-25 00:00:00.000,46.918626161,-71.093053919,,,ANG7,east_m,0.089833
gps,2011-03-25 00:00:00.000,36.376418421,-89.472117169,,,LCHS,east_m,-0.030059
gps,2011-03-25 00:00:00.000,36.454452985,-89.400388312,,,NMKM,east_m,-0.85919
gps,2011-03-25 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.132157
gps,2011-03-25 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.335287
gps,2011-03-25 00:00:00.000,36.413578263,-89.699682566,,,PTGX,east_m,0.489471
gps,2011-03-25 00:00:00.000,36.47423436,-89.345441447,,,RLAP,east_m,-0.690213
gps,2011-03-25 00:00:00.000,32.782923639,-79.937995334,,,SCCC,east_m,-0.533882
gps,2011-03-25 00:00:00.000,32.779476914,-79.925364794,,,SCHA,east_m,-0.325337
gps,2011-03-25 00:00:00.000,35.44309555,-84.630099808,,,TN26,east_m,-0.878366
gps,2011-03-25 00:00:00.000,46.918626161,-71.093053919,,,ANG7,north_m,0.674376
gps,2011-03-25 00:00:00.000,36.376418421,-89.472117169,,,LCHS,north_m,0.997403
gps,2011-03-25 00:00:00.000,36.454452985,-89.400388312,,,NMKM,north_m,0.24245
gps,2011-03-25 00:00:00.000,36.416615722,-89.458288125,,,NWCC,north_m,0.551476
gps,2011-03-25 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.616306
gps,2011-03-25 00:00:00.000,36.413578263,-89.699682566,,,PTGX,north_m,0.484218
gps,2011-03-25 00:00:00.000,36.47423436,-89.345441447,,,RLAP,north_m,0.328769
gps,2011-03-25 00:00:00.000,32.782923639,-79.937995334,,,SCCC,north_m,0.742579
gps,2011-03-25 00:00:00.000,32.779476914,-79.925364794,,,SCHA,north_m,0.486038
gps,2011-03-25 00:00:00.000,35.44309555,-84.630099808,,,TN26,north_m,0.973399
gps,2011-03-25 00:00:00.000,46.918626161,-71.093053919,,,ANG7,up_m,0.809161
gps,2011-03-25 00:00:00.000,36.376418421,-89.472117169,,,LCHS,up_m,0.085311
gps,2011-03-25 00:00:00.000,36.454452985,-89.400388312,,,NMKM,up_m,0.92396
gps,2011-03-25 00:00:00.000,36.416615722,-89.458288125,,,NWCC,up_m,0.819322
gps,2011-03-25 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,-0.003843
gps,2011-03-25 00:00:00.000,36.413578263,-89.699682566,,,PTGX,up_m,0.159019
gps,2011-03-25 00:00:00.000,36.47423436,-89.345441447,,,RLAP,up_m,0.376443
gps,2011-03-25 00:00:00.000,32.782923639,-79.937995334,,,SCCC,up_m,-0.374811
gps,2011-03-25 00:00:00.000,32.779476914,-79.925364794,,,SCHA,up_m,-0.608634
gps,2011-03-25 00:00:00.000,35.44309555,-84.630099808,,,TN26,up_m,0.752233
solar,2011-03-25 00:00:00.000,,,,,,f107_observed,112.6
solar,2011-03-25 00:00:00.000,,,,,,sunspot_number,97.0
tidal_ephemeris,2011-03-25 00:00:00.000,,,,,,tidal_potential,0.40584
tidal_ephemeris,2011-03-25 00:00:00.000,,,,,,lunar_phase,0.69613
seismic,2011-03-25 03:12:04.590,37.0461667,-88.7331667,0.0,2.4,,,
seismic,2011-03-25 10:35:47.350,45.259,-68.383,9.2,2.7,,,
geomagnetic,2011-03-26 00:00:00.000,,,,,,ap,1.0
geomagnetic,2011-03-26 00:00:00.000,,,,,,kp,0.1665
gps,2011-03-26 00:00:00.000,46.918626161,-71.093053919,,,ANG7,east_m,0.089424
gps,2011-03-26 00:00:00.000,36.376418421,-89.472117169,,,LCHS,east_m,-0.028804
gps,2011-03-26 00:00:00.000,42.925448372,-72.26507606,,,NHCK,east_m,0.309145
gps,2011-03-26 00:00:00.000,36.454452985,-89.400388312,,,NMKM,east_m,-0.858943
gps,2011-03-26 00:00:00.000,36.416615722,-89.458288125,,,NWCC,east_m,-0.13127
